tieu_de,dia_chi,mo_ta,loai_hinh,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,dac_diem,quan,gia_ban_num,dien_tich_num,dien_tich_dat_num,dien_tich_su_dung_num,chieu_ngang_num,chieu_dai_num,gia_m2_num,log_gia_ban,so_phong_ve_sinh_missing,tong_so_tang_missing,chieu_ngang_num_missing,chieu_dai_num_missing,kw_mat_tien,kw_hem_xe_hoi,kw_so_hong,kw_gan_cho,kw_gan_truong,kw_thuong_mai,kw_nha_pho,is_outlier_any_6cols,outlier_count_6cols
GẤP NHÀ 2 MẶT TIỀN TRƯỜNG SA- KHU PHAN XÍCH LONG,"Đường Trường Sa, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","HOT BÁN GẤP NHÀ 2 MẶT TIỀN ĐƯỜNG TRƯỜNG SA NGAY KHU PHAN XÍCH LONG
DT: 10x16m, hầm, lửng, 2 lầu, 4 phòng ngủ. 5wc, cách Phan Xích Long và Q.1 vài bước chân.
Nhà thông thoáng. View sông đẹp
Giá: 45 tỷ thương lượng mạnh khách thiện chí.
Lh: *** Trân nhà phố",Nhà biệt thự,Đã có sổ,4.0,5,5,Không rõ,Không rõ,Binh Thanh,45.0,155.0,155.0,393.6,10.0,16.0,290.32,3.828641396489095,0,0,0,0,1,0,0,0,0,0,1,True,2
"Bán Nhà gần MT Phan Văn Trị,F11, Chợ Cây Thị, trệt + 2 lầu","Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","Diện tích: 8M x 7M. Xây 1 trệt + 2 lầu, Nhà kiên cố rất rộng rãi. Nằm ngay gần chợ Cây Thị - cách 100m ra Phạm Văn Đồng. Tiện ích xung quanh đầy đủ. Đi Sân Bay tầm 10p.. Giá bán: 8.3 tỷ bớt chút","Nhà ngõ, hẻm",Đã có sổ,4.0,3,3,Hoàn thiện cơ bản,Hiện trạng khác,Binh Thanh,8.3,55.0,55.0,151.0,8.0,7.0,150.91,2.2300144001592104,0,0,0,0,1,0,0,1,0,0,0,True,1
BÁN ĐẤT TẶNG NHÀ C4 40M2! Mặt tiền chợ hẻm xe hơi - Ngay ĐH Hồng Bàng,"Đường Điện Biên Phủ, Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","+ Vị trí Điện Biên Phủ P.15 Bình Thạnh
+ Diện tích: 4m x 10
+ Kết cấu: C1 đang cho thuê. Xác định bán đất. Khu xây dựng 5 tầng
+ Hẻm trước nhà 4m. Xe hơi 4 chỗ tới nhà
Miễn tiếp môi giới","Nhà ngõ, hẻm",Đã có sổ,2.0,2,11,Hoàn thiện cơ bản,Hẻm xe hơi,Binh Thanh,5.65,40.0,40.0,40.0,4.0,10.0,141.25,1.8946168546677629,0,0,0,0,1,1,0,0,0,0,0,True,1
"Bán gấp nhà hẻm xe hơi, DT 72m, 6 tầng thang máy, 10PN, Phường 12, BT","Phạm Văn Đồng, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","- Nhà Dat lớn 72m, 6 tầng BTCT, sổ vuông A4, có thang máy sẵn, 10PN thích hợp vừa ở vừa cho thuê, sửa CHDV, mở công ty, văn phòng, sát mặt tiền trục Phạm Văn Đồng
- Tiện ích xung quanh đầy đủ, gần Đại Học Văn Lang, Ngoại Thương, di chuyển 10 phút ra sân bay, 5 phút ra bến xe Miền Đông
 - Gần siêu thị, tiếp giáp Gò Vấp, Phú Nhuận, tiện di chuyển 
 - Sổ riêng, hoàn công đủ, pháp lý sạch, mua bán công chứng trong ngày. Giá chỉ nhỉnh 13t TL

Liên hệ em Thu xem nhà, trao đổi thương lượng trực tiếp chủ nhà","Nhà ngõ, hẻm",Đã có sổ,10.0,8,6,Không rõ,Hẻm xe hơi,Binh Thanh,13.8,72.0,72.0,72.0,5.29014099391589,18.536361431795065,191.67,2.694627180770069,1,0,1,1,1,1,0,0,0,1,1,True,2
Đinh Bộ Lĩnh – Bình Thạnh Nhà 2 tầng – ngang hiếm 5.6m – hoàn công đủ,"Đường Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","📣🔥 QUỐC KIỆT NHÀ PHỐ 🔥📍

 | Đinh Bộ Lĩnh – Bình Thạnh | Nhà 2 tầng – ngang hiếm 5,6m – hoàn công đủ | chỉ 12.5 tỏi

Giữa khu Bình Thạnh đông đúc, tìm được nhà hơn 110. m2, ngang tới 5,6m, hẻm thông Đinh Bộ Lĩnh – Xô Viết Nghệ Tĩnh, thật sự không dễ.

🔹 Vị trí:
– Hẻm thông Đinh Bộ Lĩnh – Xô Viết Nghệ Tĩnh
– Gần ngã tư Hàng Xanh, đi Quận 1 – Phú Nhuận – Thủ Đức đều nhanh

🔹 Diện tích:
– 5.6 x 21, 110. m2 ngang hiếm trong khu

🔹 Kết cấu:
– 1 trệt 1 lầu
– 3PN, phòng khách, bếp
– Sân để xe rộng, giếng trời, sân thượng thoáng

🔹 Pháp lý:
– Hoàn công đầy đủ, ngân hàng giữ hộ, giao dịch an tâm

Căn nhà này ở thì sướng, mà làm CHDV cho thuê cũng ra dòng tiền rất tốt nhờ diện tích và vị trí.

💰 Giá chốt: 12.5 tỏi – còn thương lượng cho khách thiện chí.
Trong tầm tiền này, ở Bình Thạnh khó kiếm căn thứ hai tương tự.","Nhà ngõ, hẻm",Đã có sổ,3.0,3,2,Nội thất đầy đủ,Không rõ,Binh Thanh,12.5,117.0,117.0,234.0,5.6,21.0,106.84,2.602689685444384,0,0,0,0,0,0,0,0,0,0,1,True,1
"Bán nhà bình thạnh gần quận 1 điện biên phủ nhà 2 tầng 22m2 chỉ 3,9T","Đường Điện Biên Phủ, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","Bán nhà bình thạnh gần quận 1 - điện biên phủ nhà 2 tầng nở hậu gần mặt tiền 22m2 chỉ 3,9T

+ Nhà cách đường VIP Điện Biên Phủ vài chục mét, ngay cây xăng Hàng Xanh, kết cấu 1 trệt 1 lầu 2 phòng ngủ
💥TT22124902X3/9BT","Nhà ngõ, hẻm",Đã có sổ,2.0,2,3,Không rõ,Nhà nở hậu,Binh Thanh,3.9,22.0,22.0,22.0,26.0,8.0,177.27,1.589235205116581,1,1,0,0,1,0,0,0,0,0,0,True,1
Nhà Đẹp Đón Tết - Sát Quận 1 - Ngay Thị Nghè,"Đường Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","+ Vị trí : Xô Viết Nghệ Tĩnh, ngay Thị Nghè, cách Q1 chỉ một cây cầu
+ Kết cấu : 1 trệt 1 lầu. Gồm 3PN 2WC, sân thượng, phòng khách, bếp
+ Hẻm bê tông sạch sẽ,thông,vài bước ra mặt tiền đường chính Xô Viết Nghệ Tĩnh 
+ Sổ hồng riêng, hoàn công đủ, công chứng nhanh

Liên hệ xem nhà Huỳnh Cư Nhà Phố","Nhà ngõ, hẻm",Đã có sổ,3.0,2,2,Không rõ,Không rõ,Binh Thanh,5.95,36.0,36.0,36.0,9.0,4.0,165.28,1.9387416595767009,0,0,0,0,1,0,1,0,0,0,1,True,1
"nhà bán hẻm xe hơi, khu làm căn hộ cho thuê","225, Đường Điện Biên Phủ, Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","NHÀ HẺM XE HƠI – 227 ĐIỆN BIÊN PHỦ, P15, BÌNH THẠNH. GẦN VÒNG XOAY HÀNG XANH – SÁT METRO – KHU ĐẠI HỌC – DÒNG TIỀN ỔN ĐỊNH 
📍 Vị trí cực hiếm: Hẻm xe hơi, cách mặt tiền Điện Biên Phủ chỉ 70m, Ngay trung tâm Bình Thạnh, sát vòng xoay Hàng Xanh, Gần ga Metro Văn Thánh – giao thông kết nối Quận 1, Thủ Đức, Phú Nhuận cực nhanh; Khu vực kinh doanh – cho thuê cực tốt: Bao quanh bởi các trường đại học lớn: Hutech, Tài chính – Marketing, Hồng Bàng, KHXH&NV, Y Dược…Khu văn phòng đông đúc, nhu cầu thuê cao quanh năm. Hiện đang cho thuê 20 triệu/tháng – có sẵn dòng tiền
🚀 Tiềm năng tăng giá mạnh: Khu dân cư quy hoạch ổn định; Chuẩn bị mở đường Kinh Xuyên Tâm → tương lai rất gần có thể 2 lối đi ra mặt tiền; Nơi Phù hợp xây căn hộ dịch vụ/khai thác cho thuê cao cấp. Sổ hồng chính chủ. Tiện xây mới theo nhu cầu đầu tư lâu dài
👉 Sản phẩm phù hợp nhà đầu tư giữ tài sản trung tâm – khai thác dòng tiền bền vững
📞 Liên hệ trực tiếp chủ nhà. Giá thương lượng 
❌ Miễn trung gian – miễn tiếp báo.","Nhà ngõ, hẻm",Không rõ,8.0,6,2,Không rõ,Hẻm xe hơi,Binh Thanh,13.5,150.0,150.0,150.0,5.85,28.0,90.0,2.6741486494265287,1,0,0,0,1,1,1,0,1,0,0,True,3
CĂN HỘ DỊCH VỤ DÒNG TIỀN VỊ TRÍ ĐẮC ĐỊA,"NGUYỄN XÍ P26 BÌNH THẠNH , Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","—SIÊU PHẨM DÒNG TIỀN – NGUYỄN XÍ, P.26, BÌNH THẠNH ..

—Nhà 4 tầng 1 lửng – vị trí hiếm
– khu dân cư an ninh, sát trung tâm
—5 x 16m | CN 79,2m² | DTSD 238,1m²

—Kết cấu: 1 lửng + 4 lầu
—11 phòng – 10 WC
—Dòng tiền sẵn 50 TRIỆU/THÁNG

—Đường 8m, xe hơi thoải mái
—GIÁ: 14.8 TỶ – THƯƠNG LƯỢNG","Nhà ngõ, hẻm",Đã có sổ,10.0,7,5,Không rõ,Nhà nát,Binh Thanh,14.8,80.0,80.0,238.1,5.0,16.0,185.0,2.760009940032921,0,1,0,0,0,0,0,0,0,0,0,True,1
Nhà số 67 /...nguyễn văn lạc quận Bình Thạnh 72 m giấy tờ chính chủ,"67/, Nguyễn Văn Lạc, Phường 19, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)",Nhà hẻm xe tải nguyễn Văn lạc cách mặt tiền 20m.diện tích đất 72m hoàn công trệt lưng. 4lầu dtsd 312m.đang cho thuê căn hộ dịch vụ 48tr,"Nhà ngõ, hẻm",Đã có sổ,11.0,7,6,Nội thất đầy đủ,Hẻm xe hơi,Binh Thanh,13.57,72.0,72.0,72.0,3.2,22.0,188.47,2.6789646202071133,0,0,0,0,1,1,1,0,0,0,0,True,1
Nhà Đất Mặt Tiền Chính Chủ 156 m2 Giáp Q1 Tphcm,"Đường Ngô Tất Tố, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","Nhà Đất Mặt Tiền Chính phủ 156 m2 ,Đất nhà chính chủ,mặt tiền xe hơi,giá thương lượng,nhà 1 đời chủ.anh chị cần gọi trực tiếp dùm.không nhận tin nhắn ạh.","Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4,2,Không rõ,Nhà tóp hậu,Binh Thanh,15.5,156.0,156.0,156.0,6.004261469632358,17.857910031080007,99.36,2.803360380906535,1,1,1,1,1,0,1,0,0,0,0,True,1
Đinh Bộ Lĩnh P.26 Bình Thạnh – Biệt thự – 2 tầng – SHR – 26 tỏi,"Đường Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","📣🔥 QUỐC KIỆT NHÀ PHỐ 🔥📍
Đinh Bộ Lĩnh P.26 Bình Thạnh – Biệt thự – 2 tầng – SHR – 26 tỏi

Vị trí: Đinh Bộ Lĩnh, P.26 Bình Thạnh, hẻm nhựa 7m sát mặt tiền, hẻm cụt yên tĩnh, khu dân trí cao.

Diện tích: 190m² (ngang 10m x 19m, vuông vức).

Kết cấu: 2 tầng mái Thái, 4PN – 4WC, phòng khách, phòng ăn, bếp, gara ô tô, giếng trời, nội thất gỗ xịn.

Pháp lý: Sổ hồng chính chủ, hoàn công đủ, xây mới được 8 tầng có hầm.

Giá: 26 tỏi (thương lượng).",Nhà biệt thự,Đã có sổ,4.0,4,2,Nội thất đầy đủ,Hẻm xe hơi,Binh Thanh,26.0,190.0,190.0,380.0,10.0,19.0,136.84,3.295836866004329,0,0,0,0,1,0,1,0,0,0,1,True,2
Nhà 5 tầng 8PN – 110m² nở hậu 7.5m | Hẻm 5m xe tải | Kinh doanh/Phòng,"Đường Phan Đăng Lưu, Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","🏙️ Nhà 5 tầng – 8 phòng – hẻm 5m xe tải: cực hợp khai thác cho thuê / văn phòng / phòng khám / spa.
Diện tích 110m² nở hậu 7.5m giúp không gian thoáng và bố trí công năng rất “đã”.
 • DT: 110m²
 • Kết cấu: Trệt – lửng – 2 lầu – sân thượng (5 tầng, hoàn công đủ)
 • Công năng: 8PN – 8WC, có mặt bằng kinh doanh
 • Hẻm 5m thông thoáng, xe tải vào nhà, gần mặt tiền
 • Vị trí: giáp Q1, cạnh Phan Xích Long; gần BV Gia Định & Ung Bướu
 • Pháp lý: sổ sạch, hoàn công đủ, công chứng ngay
 • Giá: 19.5 tỷ

📩 Nhắn ngay để nhận bảng khai thác công năng + video thực tế.","Nhà ngõ, hẻm",Đã có sổ,8.0,7,5,Nội thất đầy đủ,Hẻm xe hơi,Binh Thanh,19.5,110.0,110.0,500.0,5.620831428493603,18.622110407697487,177.27,3.0204248861443626,0,1,1,1,1,1,0,0,0,0,0,True,1
"Hàng hiếm P.24 giá chỉ ""80tr/m2"" - Bán nhà 2 tầng 73m2 - Ngay Bà Chiểu","Đường Phan Chu Trinh, Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","Vị trí Phan Chu Trinh P.24 Bình Thạnh
+ Diện tích: 7,2m x 10m
+ Hiện trạng: 1 trệt 1 gác. Có 2PN
+ Nhà cũ xác định bán đất. Khu xây dựng 4 - 5 tầng
+ Hẻm sạch sẽ vài bước ra hẻm xe hơi

Miễn tiếp môi giới","Nhà ngõ, hẻm",Đã có sổ,2.0,1,2,Hoàn thiện cơ bản,Nhà nở hậu,Binh Thanh,5.89,72.0,72.0,140.0,7.2,10.0,81.81,1.9300710850255671,0,0,0,0,0,1,0,0,0,0,0,True,1
"MẶT TIỀN ĐIỆN BIÊN PHỦ P.17. LÔ GÓC 80M² NGANG 9,6M DÒNG TIỀN 40TR/TH","Đường Điện Biên Phủ, Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","DBT1347
MẶT TIỀN ĐIỆN BIÊN PHỦ – P.17 BÌNH THẠNH . LÔ GÓC 2 MẶT TIỀN – 80M² NGANG 9,6M – DÒNG TIỀN 40TR/THÁNG CHỈ 15.9 TỶ . 
– Vị trí kim cương: Ngay Hàng Xanh, đối diện ĐH Hồng Bàng & UEF, sát Quận 1, kết nối Điện Biên Phủ – Nguyễn Cửu Vân – Xô Viết Nghệ Tĩnh.
– Diện tích: 80m² – ngang hiếm 9,6m, xây full đất, lô góc 2 mặt tiền thoáng.
– Kết cấu hiện trạng: 1 trệt 1 lầu BTCT, chia 2 căn độc lập.
– Công năng: 4 PN – 4 WC.
– Dòng tiền sẵn: 40 triệu/tháng, HĐ thuê còn 2 năm.
– Khu vực xây dựng đồng bộ 4 tầng, tiềm năng nâng tầng – tối ưu khai thác.
– Phù hợp: Văn phòng, công ty, showroom, spa, nha khoa, café, kinh doanh đa ngành.
– Không lộ giới hông – pháp lý chuẩn – sổ hồng riêng – công chứng ngay.
+ Mặt tiền P.17, giá chỉ ~200tr/m² – cực hiếm trong khu vực.
+ Tài sản vừa giữ tiền, vừa tạo dòng tiền, vừa tăng giá dài hạn.
- Giá gấp bán 15.9 tỷ . Thương lượng. 
- Lh Diệm sale land 
#diemsaleland  #trieungocdiem","Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4,2,Nội thất cao cấp,Nhà nở hậu,Binh Thanh,15.9,80.0,80.0,80.0,9.6,9.0,198.75,2.827313621929028,0,0,0,0,1,0,1,0,0,0,0,True,1
CHỈ 8.79 TỶ THU 28 TRIỆU/THÁNG 5 LẦU 45M2 ( 7x7m) HẺM 6M UNG VĂN KHIÊM,"Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","THẬT 100% CHỈ 8.79 TỶ THU NET 28 TRIỆU/THÁNG

8 PHÒNG. 9 TOLET RIÊNG MỚI 5 LẦU MỚI CN: 45M2 ( 7x7m) 

HẺM 6M KHU UNG VĂN KHIÊM- NGUYỄN XÍ. P.25 BÌNH THẠNH

DIỆN TÍCH: 7x7m VUÔNG CÔNG NHẬN 45m2 
KẾT CẤU 5 LẦU BÊ TÔNG CỐT THÉP. 8 PHÒNG NGỦ 9 TOLET RIÊNG TỪNG PHÒNG

Giá 8.79 tỷ 
PHÁP LÝ SỔ HỒNG CHÍNH CHỦ

LIÊN HỆ: HOÀNG LẬP","Nhà ngõ, hẻm",Đã có sổ,8.0,7,5,Nội thất đầy đủ,Hẻm xe hơi,Binh Thanh,8.79,45.0,45.0,250.0,7.0,7.0,195.33,2.281361456542419,0,0,0,0,0,1,1,0,0,0,0,True,1
THẬT 12.6 TỶ THU 28 TRIỆU/THÁNG HẺM 6m 4.2x15m. 5 Lầu Phan Đăng Lưu,"Đường Phan Đăng Lưu, Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","THẬT 100% CHỈ 12.6 TỶ CHO THUÊ KHOÁN 28 TRIỆU/THÁNG. HỢP ĐỒNG 4.5 NĂM

10 PHÒNG HẺM 6m 4.2x15m. 60m2. 5 Lầu mới Phan Đăng Lưu- Bạch Đằng. Bình Thạnh

Diện tích: 4.2 x15m nở hậu. ~60m2. 
Kết cấu: 5 lầu mới, 10 phòng ngủ. 10 tolet riêng , đầy đủ nội thất,camera từng tầng, khóa vân tay. Full nội thất sang trọng.

Vị trí: Hẻm 6m Phan Đăng Lưu - Bạch Đằng cách mặt tiền 30m. Sát bên Quận 1 Trần Quang Khải ....

Giá : 12.6 tỷ Bớt Lộc
PHÁP LÝ SỔ HỒNG CHÍNH CHỦ 

XIN CẢM ƠN QUÝ KHÁCH HÀNG QUAN TÂM Ạ
LIẺN HỆ XEM NHÀ: HOÀNG LẬP","Nhà ngõ, hẻm",Đã có sổ,10.0,7,5,Nội thất đầy đủ,Hẻm xe hơi,Binh Thanh,12.6,60.0,60.0,330.0,4.2,15.0,210.0,2.6100697927420065,0,0,0,0,1,1,1,0,0,0,0,True,1
"Bán Biệt Thự căn góc, dt 500m2 vị trí đẹp tại Vinhomes Central Park","Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","Bán căn biệt thự đẹp nhất nhìn khu biệt thự Vinhomes Central Park, là một trong những căn có View ra Công viên, hồ bơi lớn, du thuyền.. căn góc và có diện tích lớn trong khu biệt thự

Căn biệt thự đầy đủ nội thất cao cấp, chủ nhà tâm huyết làm để ở

Là khu Biệt thự Compound nên an ninh 24/7, camera giám sát nhiều, có sảnh lounge để tiếp khách, truyện trò riêng tư

Năm trong khu đại đô thị Vinhomes Central Park nên đầy đủ tiện ích với all In one .. vị trí giao thông thuận tiện, di chuyển vào Q1 chỉ 5phút.

Anh Chị có nhu cầu liên hệ em để tư vấn chi tiết hơn

Em cảm ơn vì đã đọc tin",Nhà biệt thự,Đã có sổ,4.0,13,23,Không rõ,Không rõ,Binh Thanh,535.0,500.0,500.0,500.0,15.96486965329844,0.1,1.07,6.284134161070802,1,1,1,1,0,0,0,0,0,0,1,True,4
"Toà nhà 6 tầng Thang Máy DT 6×18m cho thuê 120tr Tháng,Giáp Q 1","1/, Đường Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","🔥 CHDV CAO CẤP – GIÁP Q.1 – NGUYỄN THỊ MINH KHAI 🔥
💎 Vị trí trung tâm vàng – dòng tiền 120 TRIỆU/THÁNG
🏢 Toà nhà 6 tầng | DT 6×18m
✔️ 1 trệt + 5 lầu + sân thượng
✔️ Thang máy, thiết kế hiện đại
✔️ 15 phòng full nội thất cao cấp
💰 Chỉ hơn 16 TỶ xx – suất hiếm, lợi nhuận cao – giữ tiền cực tốt
📞 Tĩnh Nhà Phố .NHÀ THẬT -GIÁ THẬT!
👉 Xem là chốt – hàng đẹp không chờ lâu!","Nhà ngõ, hẻm",Đã có sổ,11.0,7,6,Nội thất cao cấp,Nhà nở hậu,Binh Thanh,16.0,108.0,108.0,480.0,6.0,18.0,148.15,2.833213344056216,0,0,0,0,0,0,0,0,0,0,1,True,1
CHDV 26P - ĐTCN 154m2 - nở hậu chữ L hiếm - Khu TT - DT 100 CỦ/THÁNG,"Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","📣🔥 QUỐC KIỆT NHÀ PHỐ 🔥📍

Có những bất động sản…
không cần chờ tăng giá –
vì mỗi tháng đã tự sinh ra tiền 🌿💰

🌹 HẺM XE TẢI – GẦN MẶT TIỀN – DT KHỦNG 154 M2
🌹 NỞ HẬU CHỮ L 7.8M HIẾM CÓ
🌹 TÒA CHDV 26 PHÒNG – HOÀN CÔNG – PCCC ĐẦY ĐỦ

✨ Thông số giá trị
• Diện tích công nhận: 154 m2
• Kết cấu: 1 trệt – 1 lửng – 3 lầu – sân thượng BTCT
• Tổng 26 phòng (có thể cải tạo lên 28 phòng)
• Có thang máy cao cấp, nhà để xe, khu giặt đồ riêng

🔥 Dòng tiền quá đẹp
• Thuê khoán: 60 củ/tháng
• Tự khai thác: lên đến 130 củ/tháng

🚒 An tâm pháp lý – vận hành
• Hệ thống PCCC hoàn chỉnh: báo khói, nước, thang thoát hiểm, bình chữa cháy
• Sổ hồng riêng – hoàn công đủ – công chứng ngay

📍 Vị trí Bình Thạnh trung tâm
• Hẻm xe tải, khu dân trí cao, sạch sẽ, an ninh
• Gần THPT Thanh Đa – Vincom – tiện ích đầy đủ

💎 Một tài sản giữ tiền tốt…
💎 Một dòng tiền chạy đều mỗi tháng…
💎 Phù hợp nhà đầu tư muốn an nhàn nhưng chắc chắn

👉 Giá chào: 22.5 tỏi (thương lượng)

Lh ngay : QUỐC KIỆT NHÀ PHỐ","Nhà ngõ, hẻm",Đã có sổ,11.0,7,5,Nội thất đầy đủ,Hẻm xe hơi,Binh Thanh,22.5,150.0,150.0,770.0,5.0,30.0,150.0,3.157000421150113,0,0,0,0,1,1,1,0,1,1,1,True,3
🔥 CHDV 11 PHÒNG – 70M² – HẺM XE HƠI – GẦN CHỢ CÂY QUÉO NGUYỄN VĂN ĐẬU,"Đường Nguyễn Văn Đậu, Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","🔥 CHDV 11 PHÒNG – 70M² – HẺM XE HƠI – GẦN CHỢ CÂY QUÉO, BÌNH LỢI TRUNG – BÌNH THẠNH

💰 Dòng tiền gần 300 triệu/năm – Chủ cần bán gấp, giá chỉ 9,9 tỷ (thương lượng mạnh)

Diện tích: ~70m²

Kết cấu: Căn hộ dịch vụ 11 phòng khai thác ổn định

Vị trí: Hẻm xe hơi thông thoáng, gần chợ Cây Quéo, khu dân cư đông đúc – nhu cầu thuê cao

Pháp lý: Sổ hồng riêng, hoàn công đầy đủ, công chứng ngay

📞 Xem nhà miễn phí: – Sang Thần Tài","Nhà ngõ, hẻm",Đã có sổ,11.0,8,5,Nội thất cao cấp,Nhà nở hậu,Binh Thanh,9.9,53.0,53.0,250.0,5.0,14.0,186.79,2.388762789235098,1,0,0,0,0,1,1,1,0,0,0,True,2
"Chủ bán nhà DT 86m, 9PN, ngay chợ Bà Chiểu, Phường 3, Bình Thạnh","Nguyễn Duy, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","- Vị trí trung tâm, trước nhà hẻm 4m, sát vách Quận 1, hẻm thông Lê Văn Duyệt, tiện di chuyển
- DT 86m, 9PN, chủ vừa ở vừa cho thuê có dòng tiền cố định hàng tháng, khu hàng xóm nhà cao tầng
- Gần chợ Bà Chiểu, UBND Bình Thạnh, bệnh viện Gia Định, khu ẩm thực Phan Xích Long... tiện ích xung quanh đầy đủ
- Chủ bán gấp chỉ nhỉnh 9t, sổ riêng, pháp lý sạch, hoàn công đủ, mua bán công chứng trong ngày

Liên hệ em Thu xem nhà, trao đổi thương lượng trực tiếp chủ nhà","Nhà ngõ, hẻm",Đã có sổ,9.0,7,5,Không rõ,Hẻm xe hơi,Binh Thanh,9.2,86.0,86.0,86.0,5.335377881155231,18.9398042518548,106.98,2.322387720290225,1,1,1,1,0,1,0,1,0,0,0,True,1
"Nhà DT 82m, XVNT hẻm xe hơi thông Đinh Bộ Lĩnh, kinh doanh CHDV 5otr/","Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","- Nhà diện tích lớn, XVNT, phường 26 Bình Thạnh. Đang có dòng tiền kinh doanh ổn định tháng, mua về ở ngay, vừa ở vừa cho thuê hoặc đầu tư KD CHDV giữ dòng tiền
- Nhà 5 tầng, 8PN hẻm thông, tiện di chuyển ra Đinh Bộ Lĩnh, ngã tư Hàng Xanh
- Gần các trường ĐH, bến xe Miền Đông, khu ẩm thực D2, D5, gần chợ, đường 2 chiều XVNT....
- Sổ riêng, pháp lý sạch, hoàn công đủ, mua bán công chứng trong ngày
- Chủ thiện chí bán gấp chỉ nhỉnh 9t, TL

Liên hệ em Thu xem nhà, thương lượng trao đổi trực tiếp chủ nhà","Nhà ngõ, hẻm",Đã có sổ,8.0,6,5,Không rõ,Không rõ,Binh Thanh,9.95,82.0,82.0,82.0,5.354772920892772,18.53953049700941,121.34,2.3933394562625097,1,1,1,1,0,1,0,1,0,0,0,True,1
